,Cause,Type,Year,Data Redundancy,Total Deaths,Source,Page at Source,Source URL,CategorizeCause
378,Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2004,1,17,Profil Kesehatan Indonesia Tahun 2004,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Kehamilan & Persalinan
379,Difteri,Bencana Non Alam dan Penyakit,2014,1,16,Profil Kesehatan Indonesia Tahun 2014,Lampiran 6.20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf,Penyakit Nafas
380,Konflik,Bencana Sosial,2009,1,16,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Konflik Sosial
381,Perdarahan antepartum,Bencana Non Alam dan Penyakit,2005,1,16,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Kehamilan & Persalinan
382,Tanah Longsor,Bencana Alam,2017,1,16,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Banjir & Tanah longsor
383,Kebakaran,Bencana Non Alam dan Penyakit,2018,1,15,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Kebakaran
384,KLB Malaria,Bencana Non Alam dan Penyakit,2004,1,15,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Malaria
385,Banjir,Bencana Alam,2011,1,14,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Banjir & Tanah longsor
386,Gempa Bumi,Bencana Alam,2008,1,14,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Tsunami dan gempa bumi
387,Kecelakaan Transportasi,Bencana Non Alam dan Penyakit,2017,1,14,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Kecelakaan
388,KLB Campak,Bencana Non Alam dan Penyakit,2017,1,14,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Penyakit Infeksi
389,Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2006,1,14,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Ledakan Granat/Bom
390,Leptospirosis,Bencana Non Alam dan Penyakit,2005,1,14,Profil Kesehatan Indonesia Tahun 2010,69,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Infeksi Hewan
391,Leptospirosis,Bencana Non Alam dan Penyakit,2006,1,14,Profil Kesehatan Indonesia Tahun 2010,69,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Infeksi Hewan
392,Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2005,1,14,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Penyakit Mata dan Adneksa
393,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2016,1,14,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Tetanus
394,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2017,1,14,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Tetanus
395,Aksi Teror dan Sabotase,Bencana Sosial,2016,1,13,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Aksi Teror dan Sabotase
396,Angin Puting Beliung,Bencana Alam,2008,1,13,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Angin & Gelombang
397,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2005,1,13,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
398,Gempa Bumi,Bencana Alam,2012,1,13,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Tsunami dan gempa bumi
399,KLB Rabies,Bencana Non Alam dan Penyakit,2004,1,13,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Infeksi Hewan
400,Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2016,1,13,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Konflik Sosial
401,Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2017,1,12,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Keracunan
402,KLB Diare,Bencana Non Alam dan Penyakit,2011,1,12,Profil Kesehatan Indonesia Tahun 2017,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Diare
403,Banjir dan Tanah Longsor,Bencana Alam,2016,1,11,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Banjir & Tanah longsor
404,Difteri,Bencana Non Alam dan Penyakit,2007,1,11,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Penyakit Nafas
405,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2008,1,11,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Kecelakaan
406,Perdarahan antepartum,Bencana Non Alam dan Penyakit,2004,1,11,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Kehamilan & Persalinan
407,Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2004,1,11,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Kehamilan & Persalinan
408,Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2006,1,11,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Kehamilan & Persalinan
409,Angin Puting Beliung,Bencana Alam,2018,1,10,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Angin & Gelombang
410,Angin Siklon Tropis,Bencana Alam,2010,1,10,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Angin & Gelombang
411,Angin Topan / Angin Puting Beliung / Angin Puyuh,Bencana Alam,2007,1,10,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Angin & Gelombang
412,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2011,1,10,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
413,Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2019,1,10,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Keracunan
414,KLB,Bencana Non Alam dan Penyakit,2007,1,10,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,KLB
415,KLB Campak,Bencana Non Alam dan Penyakit,2011,1,10,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Penyakit Infeksi
416,KLB Difteri,Bencana Non Alam dan Penyakit,2004,1,10,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Penyakit Nafas
417,Leptospirosis,Bencana Non Alam dan Penyakit,2003,1,10,Profil Kesehatan Indonesia Tahun 2008,55,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Infeksi Hewan
418,Angin Topan / Angin Puting Beliung / Angin Puyuh,Bencana Alam,2006,1,9,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Angin & Gelombang
419,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2012,1,9,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
420,Banjir,Bencana Alam,2012,1,9,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Banjir & Tanah longsor
421,Campak,Bencana Non Alam dan Penyakit,2006,1,9,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Penyakit Infeksi
422,Campak,Bencana Non Alam dan Penyakit,2011,1,9,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Penyakit Infeksi
423,KLB Difteri,Bencana Non Alam dan Penyakit,2005,1,9,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Penyakit Nafas
424,"Ledakan (bom, tabung gas, dll)",Bencana Non Alam dan Penyakit,2009,1,9,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Ledakan
425,Letusan Gunung Api,Bencana Alam,2016,1,9,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Gunung Berapi
426,Antraks,Bencana Non Alam dan Penyakit,2002,1,8,Profil Kesehatan Indonesia Tahun 2008,52,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Infeksi Hewan
427,Antraks,Bencana Non Alam dan Penyakit,2004,1,8,Profil Kesehatan Indonesia Tahun 2008,52,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Infeksi Hewan
428,Campak,Bencana Non Alam dan Penyakit,2014,1,8,Profil Kesehatan Indonesia Tahun 2014,Lampiran 6.16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf,Penyakit Infeksi
429,Hepatitis Klinis,Bencana Non Alam dan Penyakit,2005,1,8,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Hepatitis
430,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2010,1,8,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Kecelakaan
431,Kejadian Luar Biasa (KLB) - Penyakit,Bencana Non Alam dan Penyakit,2019,1,8,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,KLB
432,KLB Polio,Bencana Non Alam dan Penyakit,2005,1,8,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,KLB Polio
433,Ledakan Akibat Gas,Bencana Non Alam dan Penyakit,2012,1,8,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Ledakan
434,Perdarahan antepartum,Bencana Non Alam dan Penyakit,2006,1,8,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Kehamilan & Persalinan
435,Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2005,1,8,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Kehamilan & Persalinan
436,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2010,1,7,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
437,Campak,Bencana Non Alam dan Penyakit,2010,1,7,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Penyakit Infeksi
438,Gempa Bumi,Bencana Alam,2010,1,7,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Tsunami dan gempa bumi
439,Hepatitis B,Bencana Non Alam dan Penyakit,2006,1,7,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Hepatitis
440,Hepatitis Klinis,Bencana Non Alam dan Penyakit,2004,1,7,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.13,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Hepatitis
441,Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2015,1,7,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Keracunan
442,KLB Campak,Bencana Non Alam dan Penyakit,2005,1,7,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Penyakit Infeksi
443,KLB Dengue Shock Syndrome,Bencana Non Alam dan Penyakit,2004,1,7,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Demam Berdarah
444,KLB Diare,Bencana Non Alam dan Penyakit,2013,1,7,Profil Kesehatan Indonesia Tahun 2017,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Diare
445,Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2018,1,7,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Konflik Sosial
446,Petir,Bencana Alam,2008,1,7,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Petir
447,Banjir,Bencana Alam,2017,1,6,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Banjir & Tanah longsor
448,Banjir Lahar Dingin,Bencana Alam,2011,1,6,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Banjir & Tanah longsor
449,Banjir Lahar Dingin,Bencana Alam,2012,1,6,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Banjir & Tanah longsor
450,Kebakaran (Pemukiman),Bencana Non Alam dan Penyakit,2011,1,6,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Kebakaran
451,Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2009,1,6,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Kegagalan Teknologi
452,Keracunan Makanan,Bencana Non Alam dan Penyakit,2003,1,6,Profil Kesehatan Indonesia Tahun 2005,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Keracunan
453,KLB Campak,Bencana Non Alam dan Penyakit,2010,1,6,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Penyakit Infeksi
454,KLB Diare,Bencana Non Alam dan Penyakit,2016,1,6,Profil Kesehatan Indonesia Tahun 2017,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Diare
455,Tersambar Petir,Bencana Alam,2012,1,6,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Petir
456,Antraks,Bencana Non Alam dan Penyakit,2007,1,5,Profil Kesehatan Indonesia Tahun 2010,69,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Infeksi Hewan
457,Difteri,Bencana Non Alam dan Penyakit,2015,1,5,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Penyakit Nafas
458,Gagal Teknologi,Bencana Non Alam dan Penyakit,2018,1,5,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Kegagalan Teknologi
459,Gelombang Pasang,Bencana Alam,2008,1,5,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Angin & Gelombang
460,Hepatitis B,Bencana Non Alam dan Penyakit,2005,1,5,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Hepatitis
461,Hepatitis Klinis,Bencana Non Alam dan Penyakit,2006,1,5,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Hepatitis
462,Kegagalan Teknologi (termasuk ledakan kompor gas),Bencana Non Alam dan Penyakit,2010,1,5,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Kegagalan Teknologi
463,KLB Keracunan,Bencana Non Alam dan Penyakit,2004,1,5,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Keracunan
464,Angin Puting Beliung,Bencana Alam,2019,1,4,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Angin & Gelombang
465,Angin Siklon Tropis,Bencana Alam,2011,1,4,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Angin & Gelombang
466,Angin siklon tropis (angin kencang dan angin puting beliung),Bencana Alam,2009,1,4,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Angin & Gelombang
467,Banjir disertai Tanah Longsor,Bencana Alam,2009,1,4,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Banjir & Tanah longsor
468,Batuk Rejan,Bencana Non Alam dan Penyakit,2004,1,4,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.12,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Penyakit Nafas
469,Campak,Bencana Non Alam dan Penyakit,2012,1,4,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.22,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Penyakit Infeksi
470,Gelombang Pasang/Badai,Bencana Alam,2016,1,4,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Angin & Gelombang
471,Gempa Bumi,Bencana Alam,2017,1,4,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Tsunami dan gempa bumi
472,Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2012,1,4,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Kegagalan Teknologi
473,Keracunan,Bencana Non Alam dan Penyakit,2010,1,4,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Keracunan
474,KLB Campak,Bencana Non Alam dan Penyakit,2012,1,4,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Penyakit Infeksi
475,KLB Campak,Bencana Non Alam dan Penyakit,2016,1,4,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Penyakit Infeksi
