,InvoiceDate,item_sku,Quantity,TotalPrice,Week,Weekday,Day,UnitPrice
1831,2011-11-07,22086,61,179.95000000000002,45,0,7,2.95
1832,2011-11-07,22386,28,58.24,45,0,7,2.08
1833,2011-11-07,22423,35,388.65,45,0,7,11.104285714285714
1834,2011-11-07,23084,285,530.16,45,0,7,1.8602105263157893
1835,2011-11-07,23166,4,5.0,45,0,7,1.25
1836,2011-11-07,23298,9,44.550000000000004,45,0,7,4.95
1837,2011-11-07,47566,18,89.10000000000001,45,0,7,4.95
1838,2011-11-07,79321,194,961.9000000000001,45,0,7,4.9582474226804125
1839,2011-11-07,84879,24,40.56,45,0,7,1.6900000000000002
1840,2011-11-08,21137,44,150.6,45,1,8,3.4227272727272724
1841,2011-11-08,22086,94,277.3,45,1,8,2.95
1842,2011-11-08,22386,52,108.16000000000001,45,1,8,2.08
1843,2011-11-08,22423,7,89.25,45,1,8,12.75
1844,2011-11-08,23084,208,411.76,45,1,8,1.9796153846153846
1845,2011-11-08,23166,7,8.75,45,1,8,1.25
1846,2011-11-08,23298,15,74.25,45,1,8,4.95
1847,2011-11-08,47566,4,19.8,45,1,8,4.95
1848,2011-11-08,79321,12,69.0,45,1,8,5.75
1849,2011-11-08,84879,40,67.6,45,1,8,1.69
1851,2011-11-09,22086,259,700.0500000000001,45,2,9,2.702895752895753
1852,2011-11-09,22386,250,462.0,45,2,9,1.848
1853,2011-11-09,22423,14,178.5,45,2,9,12.75
1854,2011-11-09,23084,447,814.92,45,2,9,1.8230872483221476
1855,2011-11-09,23298,8,39.6,45,2,9,4.95
1856,2011-11-09,47566,29,143.55,45,2,9,4.95
1857,2011-11-09,79321,100,498.20000000000005,45,2,9,4.982
1859,2011-11-10,21137,170,577.02,45,3,10,3.394235294117647
1860,2011-11-10,22086,138,446.86000000000007,45,3,10,3.238115942028986
1861,2011-11-10,22386,18,37.44,45,3,10,2.08
1862,2011-11-10,22423,46,582.12,45,3,10,12.654782608695653
1863,2011-11-10,23084,376,776.03,45,3,10,2.063909574468085
1864,2011-11-10,23298,55,272.25,45,3,10,4.95
1865,2011-11-10,47566,40,198.0,45,3,10,4.95
1866,2011-11-10,79321,109,556.6600000000001,45,3,10,5.106972477064221
1867,2011-11-10,84879,200,338.0,45,3,10,1.69
1868,2011-11-11,21137,72,244.08,45,4,11,3.39
1869,2011-11-11,22086,168,447.6,45,4,11,2.6642857142857146
1870,2011-11-11,22386,110,199.8,45,4,11,1.8163636363636364
1871,2011-11-11,22423,14,178.5,45,4,11,12.75
1872,2011-11-11,23084,374,708.32,45,4,11,1.8939037433155081
1873,2011-11-11,23166,48,49.92,45,4,11,1.04
1874,2011-11-11,23298,15,74.25,45,4,11,4.95
1875,2011-11-11,47566,18,89.10000000000001,45,4,11,4.95
1876,2011-11-11,79321,48,237.60000000000002,45,4,11,4.95
1877,2011-11-11,84879,100,169.0,45,4,11,1.69
1878,2011-11-13,22086,152,400.40000000000003,45,6,13,2.6342105263157896
1879,2011-11-13,22386,17,35.36,45,6,13,2.08
1880,2011-11-13,22423,29,340.95,45,6,13,11.756896551724138
1881,2011-11-13,23084,85,162.88,45,6,13,1.916235294117647
1882,2011-11-13,23166,12,15.0,45,6,13,1.25
1883,2011-11-13,23298,3,14.850000000000001,45,6,13,4.95
1884,2011-11-13,47566,6,29.700000000000003,45,6,13,4.95
1885,2011-11-13,79321,4,23.0,45,6,13,5.75
1886,2011-11-13,84879,48,81.12,45,6,13,1.6900000000000002
