label,tweet
anger,dear sang penerima penghargaan travel and tourism awards predilat lcc bintang 4 skytrax! berkali2 telepon call center email pengaduan customer care nomor pengaduan 239835 rsv229808 complain ditindak lanjuti??
love,`percayalah hati mu
sadness,biasa. ignore. block bentuk pembiaran pelecehan seksual. langkah terbaik diam seakan diam pelaku berbuat kaya orang lain. such logic.
anger,".... hai mbak mulut bau, dikantorku office boy bahasa inggrisnya mantapp banget... rupanya....??? inovasi kemampuan bahasa... !!!"
love,"senandung rindu tercurahkan bagimu ya sayyidi ya rasullullah. segenggam cinta terungkapkan bagimu ya sayyidi ya rasullullah. bersyukurku keagungan & kemuliaanmu ya sayyidi ya rasullullah, menjadikanku umatmu"
happy,jiwa berwirausaha pengusaha berani mengambil resiko apapun usaha nya kegagalan kesuksesan
sadness,"ri siklus nya, sesering apapun ""bersama"" orang lain, sulit baru."
sadness,kadang suka terima liat hidup we teman-teman we mulus2 aja. balasan dosa2 we
sadness,"sik abis kehilangan deket, ya dibilang tahap bangunin sahur-zone lah, ahhhhhhh sial, tayo tayo!!! bang gila."
happy,"sahabat el john bentar ngebahas logo wonderful indonesia berhasil wara-wiri moscow rusia, wowwww keren ya sahabat el john, info selengkap nya sebentar stay tune ya!!!"
anger,"bikin status nyindir orang? juga, salah kesindir. bicara orangnya. barulah bikin status. biar ngerti orangnya. mah suka nyindir orang da. kek gini:"
happy,apapun hadapi lemah/kalah. pengalaman bertambah #janganlupabersyukur #alwayssayalhamdulillah #akurapopo
happy,"sabar nunggu perhelatan #internationalgamelanfestival2018 . solo menerima kedatangan 50 kelompok gamelan & negeri, pergelaran igf 2018 diadakan 9-16 agustus 2018"
anger,"dasar ngakaknya? baca ayat? aja, ngapain marah? ateis menggelikan gua, menyembah charles darwin teori tahayul konyolnya....."
happy,"gojek mas gojeknya bicara pendengarannya terganggu, berusaha kerja keras memiliki kekurangan. pantaskah mengeluh? bersyukur tuhan :)"
fear,"jurit malam umayan takut sih, dipakai kemah dulunya hutan. dijadikan taman khusus kemah gitu. jurit malam jam 4 subuh cari lencana bentuknya kecil. uang koin"
happy,"nisanya cimit-cimit ngerti arti effort... sekarang, klean semuah membuatkuh bangga!!! baru-baru lulus pen disembur satu-satu pakai jampe-jampe terjaga semangat berjuang ditengah badai2 kehidupan nantinya!"
fear,"ngeri dompet ilang..kalo mah pling ngerinya sesaat..nah dompet ilang galau berkepanjangan.krna didlm dompet duit,tp ktp sim atm ilang gawat bang #semen"
fear,keposesifan sahabat takut diapa2in l/ jealous gebetan diajak jalan/ takut kehilangan sahabat/ jealous e deket l
fear,"jam 9 malem, sebioskop berdua doank, pas lampu-lampu dimatiin eee ujuk-ujuk teaser coming soon-nya film horor iblis menjemput. laaahhh... ya deg-deg serrr!!!"
anger,cewek jan ah ! dweilah apansi ha apan o
love,bukti mengasihi tuhan mengasihi kita! memiliki kasih mengasihi kita? allah mengasihi kita.
happy,"tanya, ""ada sih memangnya bawah?"" ""udah aja."" ajakmu, mengekormu belakang. mcflurry! ""harusnya hujan gini beli anget, eh ini."" katamu. ""udah apa, belinya hujan."" menoleh tertawa."
anger,"mustinya biarin bom, pas tidur rapat meledaknya, kerasa ya bro, tau2 alam &amp"
love,sayang ya ikon kali ngestan sayang kek kerasa disayaaaang merekanya. sayang lepas. gimana jelasinnya ya
happy,"terfavorit nih lagu album asteriska 2 judulnya karvanda. sederhana sih cerita dibalik lagu ini, karvanda nama suka, suka orang suka sama?"
love,suka caramu menyukaiku :')
anger,"jalan jatibaru,polisi gertak gubernur .emangny polisi pmbhasan? berpolitik. pengaturan wilayah,hak gubernur. tn abang turun temurun.pelik.perlu kesabaran."
sadness,sulit menerima kenyataan menganggap berinteraksi orang golongan langsung golongan mempelajari utuh mengklaim benar.
sadness,juni dimana gugur daun bidara melunglai.. meresapkan sepi sesak rindu menggebu disemua lembar lembar kekaguman mu lelah kah menatap? langit menyimpan cahaya.. biarkan malam memeluk gelap pagi memuja sunyi mencinta engkau
sadness,", ku kasieun.. ku cemen,,kudu setrong... ku mendeklarasikan hastag #sizzyharuskuat lagiiihhh???"
anger,cc in cebong2 dungu... maksd hati cari kesalahan lwat pohon plastik kebongkar skandalnya.... kasihan ahok.... #2019gantipresiden
anger,"rakyat indonesia menderita ulah koruptor kebal hukum, bahagia penderitaan rakyat, indonesia penjajah terparah koruptor, rakyat keras membanting tulang, koruptor menikmatinya"
fear,"berobat? simple, takut snap od. liat benda tajem suka takut, takut tiba2 ngelakuin aneh2."
sadness,disposable cameranya sayang duit
happy,"excited bicara orang kreatif, tercengang ide terpikirkan olehmu: ""oh iya, kepikiran?"""
anger,"5. depannya jelas. lha iya, gimana coba? lulusan seni, bisanya nari, kerja apa? nari-nari doang. sih, penghasilannya penari? kerja tetap~ #dontdateadancer"
anger,"terjadi.... tindakan aparat, terpaksa tendangan bebas"
fear,"nasib cash back rp 50.000,- pending sudah? mohon informasi nya."
fear,[askmf] ganglion ditangan deket urat nadi:( tulang kegeser eh pas cari digugel tumor ganglion. takut. kek gini ga? dong:(
happy,"aya rapi rambutnya??? abis bangun tidur nih cantik ya mantul febby nathania elvarette, teman terkebo"
love,"sahabat aku, ava tuh.g, polos, pakai bgt, care bgt, lucu, pintar juga. sayang"
anger,"baguslah! namanya sadar diri. tersangka cabul pemimpin umat?! btw, gimana? cerita ame nyang 'ntu gimane?"
anger,"beburu cari provider baru, mifi baru. kek siput jaringannya. jam 12 malam gangguan, suruh tunggu 4 jam kedepan. ehhh aisia kuota peuting ainggg gunana naonnnnnnn"
sadness,"pagi faedah. keluh perihal apapun perjalanan kereta:""3 sebegitunya kerja keras, sedih akutuh"
happy,"cringe ya?! hahaha. bilang, happy kenal bro. yaa kekuranganmu ketimbang kelebihanmu (hahaha) sadar persahabatan manis menerima kelebihan :)"
happy,pernyataan lansung tuhan bayar tunai.. terimakasih ya allah menguasai aib manusia.. terangkan lah.. terangkanlah..
love,"cinta sederhana. kamu, lain. untukmu, untukku. nonton."
sadness,perempuan biasa. kecewa sakit hati patah hati ya nangis juga.
fear,sedihnya tuh 'tempat sampah' nyampah twitter maaf ya followerku :( btw bingung deh nimbang 43.6 pup 2x abis turun 42 timbangannya labil gimana????
sadness,kelas 1sd bawa hp hubungin mama. dicolong temen. diam bodoh emg. bibi kantin ngabarin nyokap langsung mama bapanya maaf. eh anaknya pindah sklh. ya
fear,takut nikah...buat anak...takut nikah bahagiain pasangan...takut anak banding bandingin...
love,kasmaran narkotik. bandarnya. pecandu rela menggadaikan jiwa menatap matamu lagi. garis ngetag nama orang. saja... ah
happy,tertawa habis habis lomba balap karung balap kelereng balap makan kerupuk balap tusuk balon putar putar
fear,"bu no seri photo copyan dipotongi,nilainya sih kcl potensi pendapatan daerah hilang"
sadness,"ngucapin terima kasih mantan pelajaran cinta semanis dibayangkan, membuatku bahagia, mengajarkan hal."
sadness,"andai id-my takyah pasport, malam my lagi. hidup dihadapkan pilihan. salah direlakan."
fear,deg2an baca ini. setuju takut berani. besok2 cepet2 petugas keamanan ya.
anger,negara didunia memendam liberalisme? afganistan? pakistan? iran? negara maju sekarang? negara khilafah?
anger,"pacaran diputusin doi istiqomah konon hijrah, takut nereka, pisah. besoknya pasang foto gandengan cewe.. semoga tempatnya neraka"
anger,bahaya sih cal amit2 kepolosan si sieun disuruh motong hayam motong sapi goreng bala bala ge teu
happy,"selamat ulang tahun, bosque! sepurane telat. semoga2 sehat selalu, dilancarkan karir & jodohnya"
sadness,"berat rindu, dilan. skripsi pengalaman psikologi baik. bilang tema judul ambil, cocok pengalaman pribadi saya. iya sih."
sadness,"jempol imut ketik isi hati gundah gulana sekita mikir untung nya ya ngeluarin unek-unek disosmed makhluk sosmed aib-aib konsumsi nd diketawain so mikir"""
love,"harap berubah bro, kenal. bodoamat malas gimana, intinya lu. belajar bro, sekali. intinya semoga sahabat dunia & akbirat. nice to see you it gagal"
happy,"alhamdulillah, fans sumber berita ikutan ayo semoga #temanantaraterfavorit"
love,"dunia tantangan bikin stres.. sbenarnya obat termanjur dikala gundah melanda nelfon bilang ""doain yaa"" kemudiam sebaik2 ktika bilang : ..."
fear,@4y4nkz syetan iblis terbengong bengong baca tweet ini...mrk kepikiran goda manusia segitu nya. evolusi manusia- syetan cepat .
sadness,"cibiru gtu, daya tariknya kencang skrg. sayang-sayangnya gtu. daya, bentar tinggalkan -_-"
sadness,"bicara medianya kementerian. bawa kamera alpha 9. pas harga, body only 60 juta. lensa. sobat qismin ngangguk-ngangguk saja."
anger,"bisnis makan uang rumah tangga terus2an ngegerus, stop cari bisnis lain, cari ide lain. ngurang2in biaya operasional . jualan online dulu. abis kerajaan uang rumah tangga disatuin uang bisnis."
anger,kesal tamu kasih discon okey kasih giliran lebaran kabur anjir belajar tega kayaknya
sadness,"kuliah, pas pulang ngeluarin motor parkiran bengong alhasil lupa bayar parkir selonongan ajaaa. keingetnya pas luar, maaf ya :("
love,"konteks suka pakai alasan ya suka ganteng konteks sayang, gaperlu pakai alasan lg. apapun lakuin ngebuat jatuh cinta alasan setitik"
fear,"tuntut takut memenuhi tuntutanmu, terimalah kupastikan kubuat bahagia caraku"
sadness,"dilakukam dilandasi kasihsayang, pribadi suka orang tua mendidik memukul anak orang banyak."
sadness,"tahun2 kemarin sebulan lewati malino pendakian. skrang2 capai tempat, hahah. kesini 19 july 2017."
anger,"ikhlas masuk muncul kehidupan gue. muncul lagi, sakit hati berasa kemunculan lo. apapun alasannya. ganggu lagi."
happy,"pertandingan, seno keras cuek memyambut hangat. ""kalian bertanding hebat, kalinya tim provinsi babak ini. bangga kalian""."
sadness,"jual permen ting-ting dimana ya? kangen! permen, lagu iklannya ""ting-ting permen... ting-ting biskuit"" #kangentingting"
happy,"salah momen d tunggu puasa bukber.. pepatah jawa ""witing tresno jalaran soko kuliner"" ""cinta makanan d bayarin"" #petuahpuasa"
fear,"seram ya dunia ini... seindah bayangkan kecil.. orang jahat, naif menganggap orang baik.."
fear,"persiapan gosong gimana ospek nanti, 6 dilatih militer coy. outbound nangis anjir gegara takut ketinggian. gimana pas diksarlin omg"
fear,"yah dosa dong? nyokap suruh guaa beli kopi ditanyain kmbaliannya, yaudah inisiatif tabungin(:"
fear,"puasa suci bersih, junub puasa diperbolehkan sperma puasa donk? gak?"
happy,"semaleman tidur, jam 3 minum obat tidur. bangun tidur cenghar aja. alhamdulillah demamnya sehari"
happy,"kesabaran kebahagiaan hati, sadar tuhan segalanya."
anger,butuh template kak.. orang ya jwab...sy order tanggal 28 mei lho.. brgny..
sadness,luka cintamu mengingatkanku
sadness,gewlaaaaa njir 'froze her eggs before marrying' huhu nikah si mbaknya :(( anaknya calon suami huhu
happy,"pjlnn kereta api jakarta jogja indah, mlht lukisan.. sungai dn bersih, gunung2 dn sawah.. alam asia tenggara memiliki culture mirip.."
love,"orang orangtua. tua sadar sayang mereka. anjir payah gaktuh beda kakak pacar (kalo punya), ekspresiinnya gampang"
fear,"kemarenan takut melawan monster - monster kantor baru. menakutkan susah dilawan, ketakutan mencoba."
sadness,mengajari doi matematika fisika. kimia juga. menyemangati doi uh. pacar rl nya. bertemu doi jam. hmmmmmmm. lalu.
love,"cinta pasanganmu,jauh cinta tumbuh rumah,cinta rambutnya memutih kulitnya kencang, pergi menyadari betapa cinta putrinya"
fear,"terkaget - disapa seseorang. takut, menyadari 'penyamaran'nya ini."
anger,"perasaan bank lain, surat kuasa dicabut pemberi kuasa ,fine2 deh... *makanya kesyel si user pakai bri..... hhrrgghhhh*"
fear,"semoga nongol ybs, seram aing salah tag"
love,bagiku cinta hati nyaman tenang dimana merasakan kenyamanan ketenangan lingkungan kasih sayang. #cinta #kasih #sayang
anger,", gimana pilih golkar, orang penting, memperkuat investasi indonesia, tabung saham katanya, mules lihat saham bakrie group! pemerintah tertibkan pt2 saham bakrie"
fear,"sekolah kucek kucek mata ya. abis bulu mata rontok. auto panik nih, takut gundul sebelah. nah, bulu mata tuh tumbuh sih?:("
love,"mencintaimu, akhir, cinta alasan mengalir"
fear,"saking takut salah ketik ngechat dosen wali, ngetiknya note perbaiki-perbaiki-copy-paste roomchat-cek-cek-cek lagi-delete-buka note lagi-perbaiki-perbaiki-buka whatsapp-close-gajadi chat deh mules pup lemah"
happy,sunda kelapa alhamdulillah abis tarawih masjid agung sunda kelapa. nikmat sekali. 23 rekaat nikmat bacaan imamnya mantap. masjid persembahan gubernur ali sadinin masyarakat jakarta. yuk coba tarawih gub wagub
fear,"keesokan paginya emak malam nyalakan tv, eh nyalakan tuh tv. iihhh,, kepikiran nggak-nggak. berfikir genderuwo nyalakan tuh tv. iihhh..serem."
anger,kecewa pakdhe semenjak kriminalisasi kpk pemerintahan beliau. ditambah novel baswedan tuntas.
sadness,dukaku sedih ku sakit ku!! #iniserius #seriuscumatulisan #tulisandarilubuhhati #hatiyangcukupdalam #tapigakdalamdalambanget *emot mekkel sip*
love,cinta negara bentuk bela tanah air. pahlawan negara bentuk manifestasi menghargai tamu negara undang negara kita.
love,"cintamu harapanku. kasih sayangmu dambaanku. kesetiaanmu jalanku, tuntunlah hatimu selamanya. #"
love,my boy is too handsome!! really cintaee him si gemeshhh bawel sih maunya sayang sekaliii sekoyaaah pintar ngerti diajak bicara hihi
happy,"belajar bilang alhamdulillah dikasih sulit. alhamdulillah allah sayang, diuji. alhamdulillah diingetinnya dunia, biar akhirat masuk neraka. sedap betul."
happy,mencoba freeman mask lemon+mint. sumpaah muka enak beett kek adem2 lucu gtttt mint nya mungkin.......tp enak bet sih wkaka
happy,"laptop 6 tahun, jam awet ampe 3 thun br bterai mati, sepatu awet ampe 2/3 thun, rusak kadang beli, suka addict sepatu."
love,"keahlian cewek sayang . mempertahankan, . memperjuangkan, . menahan sakit hati, . sabar . setia."
sadness,"iya diskrinsut mba boo. neto berhasil menemukan orang bermodalkan gambar lengan wkwk. iya sih mba, kaya pantes becandaan"
sadness,"separuh hati iri anak duduk berjalan ibundanya, separuh hati berempati anak gundah ibundanya sakit. sabar ya kawan, semoga allah terbaik semua."
fear,"/rlt kuliah jurusan sastra inggris, kasih jurusan belajar aja. masuk sastra inggris takut sesuai kemampuan:("
fear,"icip icip pasar modal. berani, efek ilmunya kali ya. takut jatohnya ""donasi"" ""investasi"" hahaha"
anger,"aduh pemotor suka ngerumpi fly over daan mogot dong, macet"
anger,gubernur macet sore. tolong evaluasi.
fear,"nyokap overwhelmed urusan bawaannya sensi mulu, atmosphere rumah kaya gimana gitu. serba salah. diam dibawah tkt dimarahin, ngehindarin tkt dimarahin... hm"
anger,"ya lucu ya masak pas orderada lho stoknya bisa2nya bilang stok..loreal responnya lambat bgt.. tanggal 31 drespon itupu lagi,, sih profesional bgt!!!"
love,"sela-sela kesibukan kantor, kangen tobio, seringkali liat foto video handphone. oh, god, sayang tobio."
anger,bilang kerja nya bener. mending plenga plengo kerja nyata hasil nyinyir hasil nol besar. sukses pakde pendukungnya
sadness,"pesan gambar masuk, isinya gini: batas menyelesaikan kbt tanggal 10 juli, dicabut sk yudisium daftar wisuda, auto bayar ukt mules dong, fakultasku~ bye"
fear,"[askmf] pacar rumah pulang. bilang keluyuran temennya. khawatir. takut kenapa. bersikap gimana ya? bilang ""jangan lupa ngabarin ya, hati hati kamu"""
sadness,"heboh asus rog phone, kuat belinya sobat kisminku, mending save gambarnya biar pas rilis bosan liatnya nafsu beli"
sadness,"akhirnya, si laki2 menawarkan poligami. baik-baik adil, lama2 hati istri diperlakukan adil, suaminya. istri pisah suami memisahkan. si istri ditindas."
fear,ya akhri takut mati tinggal mati
sadness,"daritadi notifikasi twitter berhenti berbunyi, tidur, cek notifikasi bmkg mengabarkan gempa-gempa susulan lombok. benar-benar sedih berdoa semoga perlindungan tuhan. amin."
love,"ku langsung jatuh cinta dengar lagunya playlist yaudahh b giliran dengar live tuh seenak crowd nya parah terharu ngeliatnya kali ina hype bgt, freddy ampe i cinta guys :"""
love,selamaaaat paaaagi menjelang siang sayang kuuu semangat jaga kesehatan sayang kamui cinta bby
happy,"orang, lagu alay. lagu ai bawain pakai sound panggung lumayan bagus. i was nothing back then"
fear,"doi anak pelayaran, sih ditinggal 5 gt, ketemu 3 5 parahnya atasannya beristri main cewek gtu, ngeri :("
anger,"miris, marah, jengkel, gedeg jeng. jakarta 5 dilola orang-orang baik, 5 dirusak orang-orang gila."
